Date,Rainfall_Terni,Flow_Rate_Lupa,month_sin,month_cos
01/01/2000,,,0.49999999999999994,0.8660254037844387
02/01/2000,,,0.8660254037844386,0.5000000000000001
03/01/2000,,,1.0,6.123233995736766e-17
04/01/2000,,,0.8660254037844387,-0.4999999999999998
05/01/2000,,,0.49999999999999994,-0.8660254037844387
06/01/2000,,,1.2246467991473532e-16,-1.0
07/01/2000,,,-0.4999999999999997,-0.8660254037844388
08/01/2000,,,-0.8660254037844385,-0.5000000000000004
09/01/2000,,,-1.0,-1.8369701987210297e-16
10/01/2000,,,-0.8660254037844386,0.5000000000000001
11/01/2000,,,-0.5000000000000004,0.8660254037844384
12/01/2000,,,-2.4492935982947064e-16,1.0
13/01/2000,,,0.49999999999999994,0.8660254037844387
14/01/2000,,,0.49999999999999994,0.8660254037844387
15/01/2000,,,0.49999999999999994,0.8660254037844387
16/01/2000,,,0.49999999999999994,0.8660254037844387
17/01/2000,,,0.49999999999999994,0.8660254037844387
18/01/2000,,,0.49999999999999994,0.8660254037844387
19/01/2000,,,0.49999999999999994,0.8660254037844387
20/01/2000,,,0.49999999999999994,0.8660254037844387
21/01/2000,,,0.49999999999999994,0.8660254037844387
22/01/2000,,,0.49999999999999994,0.8660254037844387
23/01/2000,,,0.49999999999999994,0.8660254037844387
24/01/2000,,,0.49999999999999994,0.8660254037844387
25/01/2000,,,0.49999999999999994,0.8660254037844387
26/01/2000,,,0.49999999999999994,0.8660254037844387
27/01/2000,,,0.49999999999999994,0.8660254037844387
28/01/2000,,,0.49999999999999994,0.8660254037844387
29/01/2000,,,0.49999999999999994,0.8660254037844387
30/01/2000,,,0.49999999999999994,0.8660254037844387
31/01/2000,,,0.49999999999999994,0.8660254037844387
01/02/2000,,,0.49999999999999994,0.8660254037844387
02/02/2000,,,0.8660254037844386,0.5000000000000001
03/02/2000,,,1.0,6.123233995736766e-17
04/02/2000,,,0.8660254037844387,-0.4999999999999998
05/02/2000,,,0.49999999999999994,-0.8660254037844387
06/02/2000,,,1.2246467991473532e-16,-1.0
07/02/2000,,,-0.4999999999999997,-0.8660254037844388
08/02/2000,,,-0.8660254037844385,-0.5000000000000004
09/02/2000,,,-1.0,-1.8369701987210297e-16
10/02/2000,,,-0.8660254037844386,0.5000000000000001
11/02/2000,,,-0.5000000000000004,0.8660254037844384
12/02/2000,,,-2.4492935982947064e-16,1.0
13/02/2000,,,0.8660254037844386,0.5000000000000001
14/02/2000,,,0.8660254037844386,0.5000000000000001
15/02/2000,,,0.8660254037844386,0.5000000000000001
16/02/2000,,,0.8660254037844386,0.5000000000000001
17/02/2000,,,0.8660254037844386,0.5000000000000001
18/02/2000,,,0.8660254037844386,0.5000000000000001
19/02/2000,,,0.8660254037844386,0.5000000000000001
20/02/2000,,,0.8660254037844386,0.5000000000000001
21/02/2000,,,0.8660254037844386,0.5000000000000001
22/02/2000,,,0.8660254037844386,0.5000000000000001
23/02/2000,,,0.8660254037844386,0.5000000000000001
24/02/2000,,,0.8660254037844386,0.5000000000000001
25/02/2000,,,0.8660254037844386,0.5000000000000001
26/02/2000,,,0.8660254037844386,0.5000000000000001
27/02/2000,,,0.8660254037844386,0.5000000000000001
28/02/2000,,,0.8660254037844386,0.5000000000000001
29/02/2000,,,0.8660254037844386,0.5000000000000001
01/03/2000,,,0.49999999999999994,0.8660254037844387
02/03/2000,,,0.8660254037844386,0.5000000000000001
03/03/2000,,,1.0,6.123233995736766e-17
04/03/2000,,,0.8660254037844387,-0.4999999999999998
05/03/2000,,,0.49999999999999994,-0.8660254037844387
06/03/2000,,,1.2246467991473532e-16,-1.0
07/03/2000,,,-0.4999999999999997,-0.8660254037844388
08/03/2000,,,-0.8660254037844385,-0.5000000000000004
09/03/2000,,,-1.0,-1.8369701987210297e-16
10/03/2000,,,-0.8660254037844386,0.5000000000000001
11/03/2000,,,-0.5000000000000004,0.8660254037844384
12/03/2000,,,-2.4492935982947064e-16,1.0
13/03/2000,,,1.0,6.123233995736766e-17
14/03/2000,,,1.0,6.123233995736766e-17
15/03/2000,,,1.0,6.123233995736766e-17
16/03/2000,,,1.0,6.123233995736766e-17
17/03/2000,,,1.0,6.123233995736766e-17
18/03/2000,,,1.0,6.123233995736766e-17
19/03/2000,,,1.0,6.123233995736766e-17
20/03/2000,,,1.0,6.123233995736766e-17
21/03/2000,,,1.0,6.123233995736766e-17
22/03/2000,,,1.0,6.123233995736766e-17
23/03/2000,,,1.0,6.123233995736766e-17
24/03/2000,,,1.0,6.123233995736766e-17
25/03/2000,,,1.0,6.123233995736766e-17
26/03/2000,,,1.0,6.123233995736766e-17
27/03/2000,,,1.0,6.123233995736766e-17
28/03/2000,,,1.0,6.123233995736766e-17
29/03/2000,,,1.0,6.123233995736766e-17
30/03/2000,,,1.0,6.123233995736766e-17
31/03/2000,,,1.0,6.123233995736766e-17
01/04/2000,,,0.49999999999999994,0.8660254037844387
02/04/2000,,,0.8660254037844386,0.5000000000000001
03/04/2000,,,1.0,6.123233995736766e-17
04/04/2000,,,0.8660254037844387,-0.4999999999999998
05/04/2000,,,0.49999999999999994,-0.8660254037844387
06/04/2000,,,1.2246467991473532e-16,-1.0
07/04/2000,,,-0.4999999999999997,-0.8660254037844388
08/04/2000,,,-0.8660254037844385,-0.5000000000000004
09/04/2000,,,-1.0,-1.8369701987210297e-16
10/04/2000,,,-0.8660254037844386,0.5000000000000001
11/04/2000,,,-0.5000000000000004,0.8660254037844384
12/04/2000,,,-2.4492935982947064e-16,1.0
13/04/2000,,,0.8660254037844387,-0.4999999999999998
14/04/2000,,,0.8660254037844387,-0.4999999999999998
15/04/2000,,,0.8660254037844387,-0.4999999999999998
16/04/2000,,,0.8660254037844387,-0.4999999999999998
17/04/2000,,,0.8660254037844387,-0.4999999999999998
18/04/2000,,,0.8660254037844387,-0.4999999999999998
19/04/2000,,,0.8660254037844387,-0.4999999999999998
20/04/2000,,,0.8660254037844387,-0.4999999999999998
21/04/2000,,,0.8660254037844387,-0.4999999999999998
22/04/2000,,,0.8660254037844387,-0.4999999999999998
23/04/2000,,,0.8660254037844387,-0.4999999999999998
24/04/2000,,,0.8660254037844387,-0.4999999999999998
25/04/2000,,,0.8660254037844387,-0.4999999999999998
26/04/2000,,,0.8660254037844387,-0.4999999999999998
27/04/2000,,,0.8660254037844387,-0.4999999999999998
28/04/2000,,,0.8660254037844387,-0.4999999999999998
29/04/2000,,,0.8660254037844387,-0.4999999999999998
30/04/2000,,,0.8660254037844387,-0.4999999999999998
01/05/2000,,,0.49999999999999994,0.8660254037844387
02/05/2000,,,0.8660254037844386,0.5000000000000001
03/05/2000,,,1.0,6.123233995736766e-17
04/05/2000,,,0.8660254037844387,-0.4999999999999998
05/05/2000,,,0.49999999999999994,-0.8660254037844387
06/05/2000,,,1.2246467991473532e-16,-1.0
07/05/2000,,,-0.4999999999999997,-0.8660254037844388
08/05/2000,,,-0.8660254037844385,-0.5000000000000004
09/05/2000,,,-1.0,-1.8369701987210297e-16
10/05/2000,,,-0.8660254037844386,0.5000000000000001
11/05/2000,,,-0.5000000000000004,0.8660254037844384
12/05/2000,,,-2.4492935982947064e-16,1.0
13/05/2000,,,0.49999999999999994,-0.8660254037844387
14/05/2000,,,0.49999999999999994,-0.8660254037844387
15/05/2000,,,0.49999999999999994,-0.8660254037844387
16/05/2000,,,0.49999999999999994,-0.8660254037844387
17/05/2000,,,0.49999999999999994,-0.8660254037844387
18/05/2000,,,0.49999999999999994,-0.8660254037844387
19/05/2000,,,0.49999999999999994,-0.8660254037844387
20/05/2000,,,0.49999999999999994,-0.8660254037844387
21/05/2000,,,0.49999999999999994,-0.8660254037844387
22/05/2000,,,0.49999999999999994,-0.8660254037844387
23/05/2000,,,0.49999999999999994,-0.8660254037844387
24/05/2000,,,0.49999999999999994,-0.8660254037844387
25/05/2000,,,0.49999999999999994,-0.8660254037844387
26/05/2000,,,0.49999999999999994,-0.8660254037844387
27/05/2000,,,0.49999999999999994,-0.8660254037844387
28/05/2000,,,0.49999999999999994,-0.8660254037844387
29/05/2000,,,0.49999999999999994,-0.8660254037844387
30/05/2000,,,0.49999999999999994,-0.8660254037844387
31/05/2000,,,0.49999999999999994,-0.8660254037844387
01/06/2000,,,0.49999999999999994,0.8660254037844387
02/06/2000,,,0.8660254037844386,0.5000000000000001
03/06/2000,,,1.0,6.123233995736766e-17
04/06/2000,,,0.8660254037844387,-0.4999999999999998
05/06/2000,,,0.49999999999999994,-0.8660254037844387
06/06/2000,,,1.2246467991473532e-16,-1.0
07/06/2000,,,-0.4999999999999997,-0.8660254037844388
08/06/2000,,,-0.8660254037844385,-0.5000000000000004
09/06/2000,,,-1.0,-1.8369701987210297e-16
10/06/2000,,,-0.8660254037844386,0.5000000000000001
11/06/2000,,,-0.5000000000000004,0.8660254037844384
12/06/2000,,,-2.4492935982947064e-16,1.0
13/06/2000,,,1.2246467991473532e-16,-1.0
14/06/2000,,,1.2246467991473532e-16,-1.0
15/06/2000,,,1.2246467991473532e-16,-1.0
16/06/2000,,,1.2246467991473532e-16,-1.0
17/06/2000,,,1.2246467991473532e-16,-1.0
18/06/2000,,,1.2246467991473532e-16,-1.0
19/06/2000,,,1.2246467991473532e-16,-1.0
20/06/2000,,,1.2246467991473532e-16,-1.0
21/06/2000,,,1.2246467991473532e-16,-1.0
22/06/2000,,,1.2246467991473532e-16,-1.0
23/06/2000,,,1.2246467991473532e-16,-1.0
24/06/2000,,,1.2246467991473532e-16,-1.0
25/06/2000,,,1.2246467991473532e-16,-1.0
26/06/2000,,,1.2246467991473532e-16,-1.0
27/06/2000,,,1.2246467991473532e-16,-1.0
28/06/2000,,,1.2246467991473532e-16,-1.0
29/06/2000,,,1.2246467991473532e-16,-1.0
30/06/2000,,,1.2246467991473532e-16,-1.0
01/07/2000,,,0.49999999999999994,0.8660254037844387
02/07/2000,,,0.8660254037844386,0.5000000000000001
03/07/2000,,,1.0,6.123233995736766e-17
04/07/2000,,,0.8660254037844387,-0.4999999999999998
05/07/2000,,,0.49999999999999994,-0.8660254037844387
06/07/2000,,,1.2246467991473532e-16,-1.0
07/07/2000,,,-0.4999999999999997,-0.8660254037844388
08/07/2000,,,-0.8660254037844385,-0.5000000000000004
09/07/2000,,,-1.0,-1.8369701987210297e-16
10/07/2000,,,-0.8660254037844386,0.5000000000000001
11/07/2000,,,-0.5000000000000004,0.8660254037844384
12/07/2000,,,-2.4492935982947064e-16,1.0
13/07/2000,,,-0.4999999999999997,-0.8660254037844388
